wea_stn_cd,issue_date,forecast_type_day,wea_num,valid_date_calcd
KSEA,20151024,pop2_7,82,20151031
KYKM,20151024,pop2_7,49,20151031
KUIL,20151024,pop2_7,88,20151031
KPDX,20151024,pop2_7,66,20151031
KLAX,20151024,pop2_7,1,20151031
KFAT,20151024,pop2_7,0,20151031
KCPR,20151024,pop2_7,6,20151031
KP60,20151024,pop2_7,28,20151031
KPHX,20151024,pop2_7,4,20151031
KFAR,20151024,pop2_7,6,20151031
KINL,20151024,pop2_7,16,20151031
KSEA,20151025,min_3,49,20151028
KYKM,20151025,min_3,40,20151028
KUIL,20151025,min_3,48,20151028
KPDX,20151025,min_3,49,20151028
KLAX,20151025,min_3,65,20151028
KFAT,20151025,min_3,60,20151028
KCPR,20151025,min_3,28,20151028
KP60,20151025,min_3,15,20151028
KPHX,20151025,min_3,64,20151028
KFAR,20151025,min_3,36,20151028
KINL,20151025,min_3,36,20151028
KSEA,20151025,max_3,55,20151028
KYKM,20151025,max_3,57,20151028
KUIL,20151025,max_3,59,20151028
KPDX,20151025,max_3,58,20151028
KLAX,20151025,max_3,74,20151028
KFAT,20151025,max_3,74,20151028
KCPR,20151025,max_3,53,20151028
KP60,20151025,max_3,41,20151028
KPHX,20151025,max_3,86,20151028
KFAR,20151025,max_3,45,20151028
KINL,20151025,max_3,43,20151028
KSEA,20151025,pop1_3,18,20151028
KYKM,20151025,pop1_3,7,20151028
KUIL,20151025,pop1_3,49,20151028
KPDX,20151025,pop1_3,32,20151028
KLAX,20151025,pop1_3,3,20151028
KFAT,20151025,pop1_3,11,20151028
KCPR,20151025,pop1_3,19,20151028
KP60,20151025,pop1_3,6,20151028
KPHX,20151025,pop1_3,0,20151028
KFAR,20151025,pop1_3,46,20151028
KINL,20151025,pop1_3,68,20151028
KSEA,20151025,pop2_3,60,20151028
KYKM,20151025,pop2_3,42,20151028
KUIL,20151025,pop2_3,73,20151028
KPDX,20151025,pop2_3,66,20151028
KLAX,20151025,pop2_3,14,20151028
KFAT,20151025,pop2_3,30,20151028
KCPR,20151025,pop2_3,1,20151028
KP60,20151025,pop2_3,3,20151028
KPHX,20151025,pop2_3,0,20151028
KFAR,20151025,pop2_3,32,20151028
KINL,20151025,pop2_3,77,20151028
KSEA,20151025,min_4,48,20151029
KYKM,20151025,min_4,40,20151029
KUIL,20151025,min_4,47,20151029
KPDX,20151025,min_4,48,20151029
KLAX,20151025,min_4,62,20151029
KFAT,20151025,min_4,54,20151029
KCPR,20151025,min_4,29,20151029
KP60,20151025,min_4,21,20151029
KPHX,20151025,min_4,65,20151029
KFAR,20151025,min_4,31,20151029
KINL,20151025,min_4,29,20151029
KSEA,20151025,max_4,55,20151029
KYKM,20151025,max_4,60,20151029
KUIL,20151025,max_4,59,20151029
KPDX,20151025,max_4,59,20151029
KLAX,20151025,max_4,72,20151029
KFAT,20151025,max_4,70,20151029
KCPR,20151025,max_4,53,20151029
KP60,20151025,max_4,41,20151029
KPHX,20151025,max_4,81,20151029
KFAR,20151025,max_4,44,20151029
KINL,20151025,max_4,39,20151029
KSEA,20151025,pop1_4,61,20151029
KYKM,20151025,pop1_4,43,20151029
KUIL,20151025,pop1_4,64,20151029
KPDX,20151025,pop1_4,53,20151029
KLAX,20151025,pop1_4,19,20151029
KFAT,20151025,pop1_4,27,20151029
KCPR,20151025,pop1_4,2,20151029
KP60,20151025,pop1_4,18,20151029
KPHX,20151025,pop1_4,8,20151029
KFAR,20151025,pop1_4,15,20151029
KINL,20151025,pop1_4,55,20151029
KSEA,20151025,pop2_4,45,20151029
KYKM,20151025,pop2_4,17,20151029
KUIL,20151025,pop2_4,40,20151029
KPDX,20151025,pop2_4,46,20151029
KLAX,20151025,pop2_4,16,20151029
KFAT,20151025,pop2_4,24,20151029
KCPR,20151025,pop2_4,8,20151029
KP60,20151025,pop2_4,37,20151029
KPHX,20151025,pop2_4,31,20151029
KFAR,20151025,pop2_4,3,20151029
KINL,20151025,pop2_4,16,20151029
KSEA,20151025,min_5,46,20151030
KYKM,20151025,min_5,38,20151030
KUIL,20151025,min_5,47,20151030
KPDX,20151025,min_5,46,20151030
KLAX,20151025,min_5,59,20151030
KFAT,20151025,min_5,51,20151030
KCPR,20151025,min_5,30,20151030
KP60,20151025,min_5,21,20151030
KPHX,20151025,min_5,59,20151030
KFAR,20151025,min_5,28,20151030
KINL,20151025,min_5,26,20151030
KSEA,20151025,max_5,56,20151030
KYKM,20151025,max_5,61,20151030
KUIL,20151025,max_5,59,20151030
KPDX,20151025,max_5,60,20151030
KLAX,20151025,max_5,74,20151030
KFAT,20151025,max_5,74,20151030
KCPR,20151025,max_5,49,20151030
KP60,20151025,max_5,41,20151030
KPHX,20151025,max_5,72,20151030
KFAR,20151025,max_5,48,20151030
KINL,20151025,max_5,41,20151030
KSEA,20151025,pop1_5,32,20151030
KYKM,20151025,pop1_5,4,20151030
KUIL,20151025,pop1_5,45,20151030
KPDX,20151025,pop1_5,23,20151030
KLAX,20151025,pop1_5,6,20151030
KFAT,20151025,pop1_5,5,20151030
KCPR,20151025,pop1_5,19,20151030
KP60,20151025,pop1_5,23,20151030
KPHX,20151025,pop1_5,42,20151030
KFAR,20151025,pop1_5,3,20151030
KINL,20151025,pop1_5,4,20151030
KSEA,20151025,pop2_5,50,20151030
KYKM,20151025,pop2_5,19,20151030
KUIL,20151025,pop2_5,64,20151030
KPDX,20151025,pop2_5,34,20151030
KLAX,20151025,pop2_5,5,20151030
KFAT,20151025,pop2_5,3,20151030
KCPR,20151025,pop2_5,18,20151030
KP60,20151025,pop2_5,9,20151030
KPHX,20151025,pop2_5,38,20151030
KFAR,20151025,pop2_5,8,20151030
KINL,20151025,pop2_5,6,20151030
KSEA,20151025,min_6,51,20151031
KYKM,20151025,min_6,43,20151031
KUIL,20151025,min_6,49,20151031
KPDX,20151025,min_6,49,20151031
KLAX,20151025,min_6,61,20151031
KFAT,20151025,min_6,51,20151031
KCPR,20151025,min_6,30,20151031
KP60,20151025,min_6,19,20151031
KPHX,20151025,min_6,57,20151031
KFAR,20151025,min_6,31,20151031
KINL,20151025,min_6,28,20151031
KSEA,20151025,max_6,57,20151031
KYKM,20151025,max_6,64,20151031
KUIL,20151025,max_6,60,20151031
KPDX,20151025,max_6,63,20151031
KLAX,20151025,max_6,77,20151031
KFAT,20151025,max_6,77,20151031
KCPR,20151025,max_6,55,20151031
KP60,20151025,max_6,43,20151031
KPHX,20151025,max_6,75,20151031
KFAR,20151025,max_6,55,20151031
KINL,20151025,max_6,48,20151031
KSEA,20151025,pop1_6,61,20151031
KYKM,20151025,pop1_6,20,20151031
KUIL,20151025,pop1_6,71,20151031
KPDX,20151025,pop1_6,44,20151031
KLAX,20151025,pop1_6,2,20151031
KFAT,20151025,pop1_6,3,20151031
KCPR,20151025,pop1_6,10,20151031
KP60,20151025,pop1_6,11,20151031
KPHX,20151025,pop1_6,18,20151031
KFAR,20151025,pop1_6,6,20151031
KINL,20151025,pop1_6,7,20151031
KSEA,20151025,pop2_6,70,20151031
KYKM,20151025,pop2_6,32,20151031
KUIL,20151025,pop2_6,79,20151031
KPDX,20151025,pop2_6,55,20151031
KLAX,20151025,pop2_6,2,20151031
KFAT,20151025,pop2_6,3,20151031
KCPR,20151025,pop2_6,4,20151031
KP60,20151025,pop2_6,11,20151031
KPHX,20151025,pop2_6,11,20151031
KFAR,20151025,pop2_6,7,20151031
KINL,20151025,pop2_6,11,20151031
KSEA,20151025,min_7,50,20151101
KYKM,20151025,min_7,44,20151101
KUIL,20151025,min_7,47,20151101
KPDX,20151025,min_7,50,20151101
KLAX,20151025,min_7,62,20151101
KFAT,20151025,min_7,52,20151101
KCPR,20151025,min_7,34,20151101
KP60,20151025,min_7,25,20151101
KPHX,20151025,min_7,56,20151101
KFAR,20151025,min_7,37,20151101
KINL,20151025,min_7,33,20151101
KSEA,20151025,max_7,53,20151101
KYKM,20151025,max_7,60,20151101
KUIL,20151025,max_7,57,20151101
KPDX,20151025,max_7,58,20151101
KLAX,20151025,max_7,75,20151101
KFAT,20151025,max_7,77,20151101
KCPR,20151025,max_7,60,20151101
KP60,20151025,max_7,44,20151101
KPHX,20151025,max_7,78,20151101
KFAR,20151025,max_7,59,20151101
KINL,20151025,max_7,52,20151101
KSEA,20151025,pop1_7,78,20151101
KYKM,20151025,pop1_7,39,20151101
KUIL,20151025,pop1_7,85,20151101
KPDX,20151025,pop1_7,65,20151101
KLAX,20151025,pop1_7,1,20151101
KFAT,20151025,pop1_7,3,20151101
KCPR,20151025,pop1_7,2,20151101
KP60,20151025,pop1_7,22,20151101
KPHX,20151025,pop1_7,6,20151101
KFAR,20151025,pop1_7,11,20151101
KINL,20151025,pop1_7,13,20151101
KSEA,20151025,pop2_7,84,20151101
KYKM,20151025,pop2_7,43,20151101
KUIL,20151025,pop2_7,81,20151101
KPDX,20151025,pop2_7,78,20151101
KLAX,20151025,pop2_7,2,20151101
KFAT,20151025,pop2_7,6,20151101
KCPR,20151025,pop2_7,4,20151101
KP60,20151025,pop2_7,29,20151101
KPHX,20151025,pop2_7,5,20151101
KFAR,20151025,pop2_7,11,20151101
KINL,20151025,pop2_7,18,20151101
KSEA,20151026,min_3,50,20151029
KYKM,20151026,min_3,42,20151029
KUIL,20151026,min_3,48,20151029
KPDX,20151026,min_3,50,20151029
KLAX,20151026,min_3,61,20151029
KFAT,20151026,min_3,53,20151029
KCPR,20151026,min_3,30,20151029
KP60,20151026,min_3,24,20151029
KPHX,20151026,min_3,66,20151029
KFAR,20151026,min_3,31,20151029
KINL,20151026,min_3,30,20151029
KSEA,20151026,max_3,55,20151029
KYKM,20151026,max_3,60,20151029
KUIL,20151026,max_3,59,20151029
KPDX,20151026,max_3,59,20151029
KLAX,20151026,max_3,74,20151029
KFAT,20151026,max_3,72,20151029
KCPR,20151026,max_3,54,20151029
KP60,20151026,max_3,38,20151029
KPHX,20151026,max_3,81,20151029
KFAR,20151026,max_3,44,20151029
KINL,20151026,max_3,39,20151029
KSEA,20151026,pop1_3,77,20151029
KYKM,20151026,pop1_3,41,20151029
KUIL,20151026,pop1_3,73,20151029
KPDX,20151026,pop1_3,71,20151029
KLAX,20151026,pop1_3,3,20151029
KFAT,20151026,pop1_3,6,20151029
KCPR,20151026,pop1_3,1,20151029
KP60,20151026,pop1_3,14,20151029
KPHX,20151026,pop1_3,4,20151029
KFAR,20151026,pop1_3,23,20151029
KINL,20151026,pop1_3,52,20151029
KSEA,20151026,pop2_3,56,20151029
KYKM,20151026,pop2_3,18,20151029
KUIL,20151026,pop2_3,34,20151029
KPDX,20151026,pop2_3,51,20151029
KLAX,20151026,pop2_3,3,20151029
KFAT,20151026,pop2_3,7,20151029
KCPR,20151026,pop2_3,9,20151029
KP60,20151026,pop2_3,48,20151029
KPHX,20151026,pop2_3,17,20151029
KFAR,20151026,pop2_3,8,20151029
KINL,20151026,pop2_3,13,20151029
KSEA,20151026,min_4,50,20151030
KYKM,20151026,min_4,40,20151030
KUIL,20151026,min_4,48,20151030
KPDX,20151026,min_4,48,20151030
KLAX,20151026,min_4,60,20151030
KFAT,20151026,min_4,50,20151030
KCPR,20151026,min_4,31,20151030
KP60,20151026,min_4,21,20151030
KPHX,20151026,min_4,60,20151030
KFAR,20151026,min_4,29,20151030
KINL,20151026,min_4,26,20151030
KSEA,20151026,max_4,56,20151030
KYKM,20151026,max_4,60,20151030
KUIL,20151026,max_4,60,20151030
KPDX,20151026,max_4,59,20151030
KLAX,20151026,max_4,76,20151030
KFAT,20151026,max_4,74,20151030
KCPR,20151026,max_4,49,20151030
KP60,20151026,max_4,37,20151030
KPHX,20151026,max_4,74,20151030
KFAR,20151026,max_4,50,20151030
KINL,20151026,max_4,43,20151030
KSEA,20151026,pop1_4,34,20151030
KYKM,20151026,pop1_4,8,20151030
KUIL,20151026,pop1_4,46,20151030
KPDX,20151026,pop1_4,25,20151030
KLAX,20151026,pop1_4,2,20151030
KFAT,20151026,pop1_4,3,20151030
KCPR,20151026,pop1_4,26,20151030
KP60,20151026,pop1_4,36,20151030
KPHX,20151026,pop1_4,27,20151030
KFAR,20151026,pop1_4,2,20151030
KINL,20151026,pop1_4,1,20151030
KSEA,20151026,pop2_4,64,20151030
KYKM,20151026,pop2_4,21,20151030
KUIL,20151026,pop2_4,81,20151030
KPDX,20151026,pop2_4,42,20151030
KLAX,20151026,pop2_4,2,20151030
KFAT,20151026,pop2_4,2,20151030
KCPR,20151026,pop2_4,24,20151030
KP60,20151026,pop2_4,17,20151030
KPHX,20151026,pop2_4,26,20151030
KFAR,20151026,pop2_4,4,20151030
KINL,20151026,pop2_4,4,20151030
KSEA,20151026,min_5,54,20151031
KYKM,20151026,min_5,46,20151031
KUIL,20151026,min_5,50,20151031
KPDX,20151026,min_5,54,20151031
KLAX,20151026,min_5,61,20151031
KFAT,20151026,min_5,51,20151031
KCPR,20151026,min_5,29,20151031
KP60,20151026,min_5,21,20151031
KPHX,20151026,min_5,56,20151031
KFAR,20151026,min_5,33,20151031
KINL,20151026,min_5,29,20151031
KSEA,20151026,max_5,55,20151031
KYKM,20151026,max_5,62,20151031
KUIL,20151026,max_5,59,20151031
KPDX,20151026,max_5,61,20151031
KLAX,20151026,max_5,78,20151031
KFAT,20151026,max_5,78,20151031
KCPR,20151026,max_5,57,20151031
KP60,20151026,max_5,41,20151031
KPHX,20151026,max_5,77,20151031
KFAR,20151026,max_5,56,20151031
KINL,20151026,max_5,47,20151031
KSEA,20151026,pop1_5,80,20151031
KYKM,20151026,pop1_5,29,20151031
KUIL,20151026,pop1_5,90,20151031
KPDX,20151026,pop1_5,58,20151031
KLAX,20151026,pop1_5,2,20151031
KFAT,20151026,pop1_5,0,20151031
KCPR,20151026,pop1_5,6,20151031
KP60,20151026,pop1_5,10,20151031
KPHX,20151026,pop1_5,14,20151031
KFAR,20151026,pop1_5,7,20151031
KINL,20151026,pop1_5,9,20151031
KSEA,20151026,pop2_5,87,20151031
KYKM,20151026,pop2_5,42,20151031
KUIL,20151026,pop2_5,92,20151031
KPDX,20151026,pop2_5,66,20151031
KLAX,20151026,pop2_5,1,20151031
KFAT,20151026,pop2_5,0,20151031
KCPR,20151026,pop2_5,2,20151031
KP60,20151026,pop2_5,13,20151031
KPHX,20151026,pop2_5,6,20151031
KFAR,20151026,pop2_5,5,20151031
KINL,20151026,pop2_5,9,20151031
KSEA,20151026,min_6,49,20151101
KYKM,20151026,min_6,42,20151101
KUIL,20151026,min_6,45,20151101
KPDX,20151026,min_6,50,20151101
KLAX,20151026,min_6,62,20151101
KFAT,20151026,min_6,54,20151101
KCPR,20151026,min_6,36,20151101
KP60,20151026,min_6,26,20151101
KPHX,20151026,min_6,56,20151101
KFAR,20151026,min_6,38,20151101
KINL,20151026,min_6,33,20151101
KSEA,20151026,max_6,50,20151101
KYKM,20151026,max_6,58,20151101
KUIL,20151026,max_6,55,20151101
KPDX,20151026,max_6,55,20151101
KLAX,20151026,max_6,76,20151101
KFAT,20151026,max_6,77,20151101
KCPR,20151026,max_6,61,20151101
KP60,20151026,max_6,41,20151101
KPHX,20151026,max_6,79,20151101
KFAR,20151026,max_6,60,20151101
KINL,20151026,max_6,51,20151101
KSEA,20151026,pop1_6,85,20151101
KYKM,20151026,pop1_6,39,20151101
KUIL,20151026,pop1_6,86,20151101
KPDX,20151026,pop1_6,78,20151101
KLAX,20151026,pop1_6,0,20151101
KFAT,20151026,pop1_6,0,20151101
KCPR,20151026,pop1_6,3,20151101
KP60,20151026,pop1_6,30,20151101
KPHX,20151026,pop1_6,2,20151101
KFAR,20151026,pop1_6,7,20151101
KINL,20151026,pop1_6,10,20151101
KSEA,20151026,pop2_6,85,20151101
KYKM,20151026,pop2_6,34,20151101
KUIL,20151026,pop2_6,78,20151101
KPDX,20151026,pop2_6,80,20151101
KLAX,20151026,pop2_6,0,20151101
KFAT,20151026,pop2_6,2,20151101
KCPR,20151026,pop2_6,6,20151101
KP60,20151026,pop2_6,43,20151101
KPHX,20151026,pop2_6,1,20151101
KFAR,20151026,pop2_6,9,20151101
KINL,20151026,pop2_6,22,20151101
KSEA,20151026,min_7,43,20151102
KYKM,20151026,min_7,37,20151102
KUIL,20151026,min_7,42,20151102
KPDX,20151026,min_7,44,20151102
KLAX,20151026,min_7,61,20151102
KFAT,20151026,min_7,53,20151102
KCPR,20151026,min_7,35,20151102
KP60,20151026,min_7,23,20151102
KPHX,20151026,min_7,57,20151102
KFAR,20151026,min_7,39,20151102
KINL,20151026,min_7,35,20151102
KSEA,20151026,max_7,49,20151102
KYKM,20151026,max_7,55,20151102
KUIL,20151026,max_7,55,20151102
KPDX,20151026,max_7,54,20151102
KLAX,20151026,max_7,72,20151102
KFAT,20151026,max_7,71,20151102
KCPR,20151026,max_7,57,20151102
KP60,20151026,max_7,36,20151102
KPHX,20151026,max_7,80,20151102
KFAR,20151026,max_7,58,20151102
KINL,20151026,max_7,50,20151102
KSEA,20151026,pop1_7,71,20151102
KYKM,20151026,pop1_7,27,20151102
KUIL,20151026,pop1_7,62,20151102
KPDX,20151026,pop1_7,73,20151102
KLAX,20151026,pop1_7,1,20151102
KFAT,20151026,pop1_7,5,20151102
KCPR,20151026,pop1_7,13,20151102
KP60,20151026,pop1_7,48,20151102
KPHX,20151026,pop1_7,1,20151102
KFAR,20151026,pop1_7,9,20151102
KINL,20151026,pop1_7,18,20151102
KSEA,20151026,pop2_7,54,20151102
KYKM,20151026,pop2_7,16,20151102
KUIL,20151026,pop2_7,40,20151102
KPDX,20151026,pop2_7,57,20151102
KLAX,20151026,pop2_7,1,20151102
KFAT,20151026,pop2_7,7,20151102
KCPR,20151026,pop2_7,19,20151102
KP60,20151026,pop2_7,56,20151102
KPHX,20151026,pop2_7,3,20151102
KFAR,20151026,pop2_7,9,20151102
KINL,20151026,pop2_7,14,20151102
KSEA,20151027,min_3,52,20151030
KYKM,20151027,min_3,42,20151030
KUIL,20151027,min_3,49,20151030
KPDX,20151027,min_3,51,20151030
KLAX,20151027,min_3,61,20151030
KFAT,20151027,min_3,50,20151030
KCPR,20151027,min_3,31,20151030
KP60,20151027,min_3,20,20151030
KPHX,20151027,min_3,61,20151030
KFAR,20151027,min_3,32,20151030
KINL,20151027,min_3,27,20151030
KSEA,20151027,max_3,57,20151030
KYKM,20151027,max_3,61,20151030
KUIL,20151027,max_3,60,20151030
KPDX,20151027,max_3,60,20151030
KLAX,20151027,max_3,78,20151030
KFAT,20151027,max_3,75,20151030
KCPR,20151027,max_3,53,20151030
KP60,20151027,max_3,35,20151030
KPHX,20151027,max_3,78,20151030
KFAR,20151027,max_3,53,20151030
KINL,20151027,max_3,46,20151030
KSEA,20151027,pop1_3,59,20151030
KYKM,20151027,pop1_3,10,20151030
KUIL,20151027,pop1_3,82,20151030
KPDX,20151027,pop1_3,32,20151030
KLAX,20151027,pop1_3,0,20151030
KFAT,20151027,pop1_3,0,20151030
KCPR,20151027,pop1_3,19,20151030
KP60,20151027,pop1_3,30,20151030
KPHX,20151027,pop1_3,30,20151030
KFAR,20151027,pop1_3,4,20151030
KINL,20151027,pop1_3,4,20151030
KSEA,20151027,pop2_3,88,20151030
KYKM,20151027,pop2_3,43,20151030
KUIL,20151027,pop2_3,94,20151030
KPDX,20151027,pop2_3,76,20151030
KLAX,20151027,pop2_3,0,20151030
KFAT,20151027,pop2_3,0,20151030
KCPR,20151027,pop2_3,5,20151030
KP60,20151027,pop2_3,16,20151030
KPHX,20151027,pop2_3,17,20151030
KFAR,20151027,pop2_3,3,20151030
KINL,20151027,pop2_3,7,20151030
KSEA,20151027,min_4,55,20151031
KYKM,20151027,min_4,49,20151031
KUIL,20151027,min_4,51,20151031
KPDX,20151027,min_4,57,20151031
KLAX,20151027,min_4,62,20151031
KFAT,20151027,min_4,52,20151031
KCPR,20151027,min_4,32,20151031
KP60,20151027,min_4,25,20151031
KPHX,20151027,min_4,58,20151031
KFAR,20151027,min_4,36,20151031
KINL,20151027,min_4,32,20151031
KSEA,20151027,max_4,57,20151031
KYKM,20151027,max_4,64,20151031
KUIL,20151027,max_4,59,20151031
KPDX,20151027,max_4,61,20151031
KLAX,20151027,max_4,80,20151031
KFAT,20151027,max_4,80,20151031
KCPR,20151027,max_4,60,20151031
KP60,20151027,max_4,39,20151031
KPHX,20151027,max_4,81,20151031
KFAR,20151027,max_4,58,20151031
KINL,20151027,max_4,50,20151031
KSEA,20151027,pop1_4,90,20151031
KYKM,20151027,pop1_4,56,20151031
KUIL,20151027,pop1_4,98,20151031
KPDX,20151027,pop1_4,84,20151031
KLAX,20151027,pop1_4,0,20151031
KFAT,20151027,pop1_4,0,20151031
KCPR,20151027,pop1_4,1,20151031
KP60,20151027,pop1_4,35,20151031
KPHX,20151027,pop1_4,4,20151031
KFAR,20151027,pop1_4,3,20151031
KINL,20151027,pop1_4,9,20151031
KSEA,20151027,pop2_4,93,20151031
KYKM,20151027,pop2_4,57,20151031
KUIL,20151027,pop2_4,92,20151031
KPDX,20151027,pop2_4,85,20151031
KLAX,20151027,pop2_4,0,20151031
KFAT,20151027,pop2_4,0,20151031
KCPR,20151027,pop2_4,1,20151031
KP60,20151027,pop2_4,45,20151031
KPHX,20151027,pop2_4,1,20151031
KFAR,20151027,pop2_4,14,20151031
KINL,20151027,pop2_4,27,20151031
KSEA,20151027,min_5,47,20151101
KYKM,20151027,min_5,42,20151101
KUIL,20151027,min_5,44,20151101
KPDX,20151027,min_5,49,20151101
KLAX,20151027,min_5,63,20151101
KFAT,20151027,min_5,55,20151101
KCPR,20151027,min_5,40,20151101
KP60,20151027,min_5,30,20151101
KPHX,20151027,min_5,58,20151101
KFAR,20151027,min_5,39,20151101
KINL,20151027,min_5,34,20151101
KSEA,20151027,max_5,49,20151101
KYKM,20151027,max_5,56,20151101
KUIL,20151027,max_5,55,20151101
KPDX,20151027,max_5,53,20151101
KLAX,20151027,max_5,76,20151101
KFAT,20151027,max_5,76,20151101
KCPR,20151027,max_5,65,20151101
KP60,20151027,max_5,42,20151101
KPHX,20151027,max_5,83,20151101
KFAR,20151027,max_5,62,20151101
KINL,20151027,max_5,52,20151101
KSEA,20151027,pop1_5,91,20151101
KYKM,20151027,pop1_5,66,20151101
KUIL,20151027,pop1_5,90,20151101
KPDX,20151027,pop1_5,92,20151101
KLAX,20151027,pop1_5,0,20151101
KFAT,20151027,pop1_5,0,20151101
KCPR,20151027,pop1_5,0,20151101
KP60,20151027,pop1_5,38,20151101
KPHX,20151027,pop1_5,0,20151101
KFAR,20151027,pop1_5,3,20151101
KINL,20151027,pop1_5,21,20151101
KSEA,20151027,pop2_5,91,20151101
KYKM,20151027,pop2_5,57,20151101
KUIL,20151027,pop2_5,85,20151101
KPDX,20151027,pop2_5,89,20151101
KLAX,20151027,pop2_5,1,20151101
KFAT,20151027,pop2_5,10,20151101
KCPR,20151027,pop2_5,1,20151101
KP60,20151027,pop2_5,52,20151101
KPHX,20151027,pop2_5,1,20151101
KFAR,20151027,pop2_5,4,20151101
KINL,20151027,pop2_5,17,20151101
KSEA,20151027,min_6,43,20151102
KYKM,20151027,min_6,37,20151102
KUIL,20151027,min_6,42,20151102
KPDX,20151027,min_6,44,20151102
KLAX,20151027,min_6,61,20151102
KFAT,20151027,min_6,53,20151102
KCPR,20151027,min_6,39,20151102
KP60,20151027,min_6,23,20151102
KPHX,20151027,min_6,59,20151102
KFAR,20151027,min_6,40,20151102
KINL,20151027,min_6,34,20151102
KSEA,20151027,max_6,48,20151102
KYKM,20151027,max_6,53,20151102
KUIL,20151027,max_6,55,20151102
KPDX,20151027,max_6,52,20151102
KLAX,20151027,max_6,70,20151102
KFAT,20151027,max_6,66,20151102
KCPR,20151027,max_6,57,20151102
KP60,20151027,max_6,34,20151102
KPHX,20151027,max_6,82,20151102
KFAR,20151027,max_6,60,20151102
KINL,20151027,max_6,52,20151102
KSEA,20151027,pop1_6,80,20151102
KYKM,20151027,pop1_6,35,20151102
KUIL,20151027,pop1_6,61,20151102
KPDX,20151027,pop1_6,86,20151102
KLAX,20151027,pop1_6,2,20151102
KFAT,20151027,pop1_6,14,20151102
KCPR,20151027,pop1_6,7,20151102
KP60,20151027,pop1_6,68,20151102
KPHX,20151027,pop1_6,1,20151102
KFAR,20151027,pop1_6,6,20151102
KINL,20151027,pop1_6,13,20151102
KSEA,20151027,pop2_6,49,20151102
KYKM,20151027,pop2_6,25,20151102
KUIL,20151027,pop2_6,28,20151102
KPDX,20151027,pop2_6,64,20151102
KLAX,20151027,pop2_6,7,20151102
KFAT,20151027,pop2_6,18,20151102
KCPR,20151027,pop2_6,22,20151102
KP60,20151027,pop2_6,54,20151102
KPHX,20151027,pop2_6,4,20151102
KFAR,20151027,pop2_6,12,20151102
KINL,20151027,pop2_6,21,20151102
KSEA,20151027,min_7,39,20151103
KYKM,20151027,min_7,33,20151103
KUIL,20151027,min_7,41,20151103
KPDX,20151027,min_7,39,20151103
KLAX,20151027,min_7,56,20151103
KFAT,20151027,min_7,46,20151103
KCPR,20151027,min_7,31,20151103
KP60,20151027,min_7,16,20151103
KPHX,20151027,min_7,60,20151103
KFAR,20151027,min_7,38,20151103
KINL,20151027,min_7,35,20151103
KSEA,20151027,max_7,49,20151103
KYKM,20151027,max_7,54,20151103
KUIL,20151027,max_7,55,20151103
KPDX,20151027,max_7,54,20151103
KLAX,20151027,max_7,66,20151103
KFAT,20151027,max_7,63,20151103
KCPR,20151027,max_7,47,20151103
KP60,20151027,max_7,31,20151103
KPHX,20151027,max_7,75,20151103
KFAR,20151027,max_7,51,20151103
KINL,20151027,max_7,47,20151103
KSEA,20151027,pop1_7,19,20151103
KYKM,20151027,pop1_7,14,20151103
KUIL,20151027,pop1_7,9,20151103
KPDX,20151027,pop1_7,26,20151103
KLAX,20151027,pop1_7,5,20151103
KFAT,20151027,pop1_7,15,20151103
KCPR,20151027,pop1_7,41,20151103
KP60,20151027,pop1_7,37,20151103
KPHX,20151027,pop1_7,9,20151103
KFAR,20151027,pop1_7,9,20151103
KINL,20151027,pop1_7,22,20151103
KSEA,20151027,pop2_7,9,20151103
KYKM,20151027,pop2_7,5,20151103
KUIL,20151027,pop2_7,6,20151103
KPDX,20151027,pop2_7,14,20151103
KLAX,20151027,pop2_7,7,20151103
KFAT,20151027,pop2_7,12,20151103
KCPR,20151027,pop2_7,43,20151103
KP60,20151027,pop2_7,42,20151103
KPHX,20151027,pop2_7,15,20151103
KFAR,20151027,pop2_7,15,20151103
KINL,20151027,pop2_7,19,20151103
KSEA,20151028,min_3,56,20151031
KYKM,20151028,min_3,48,20151031
KUIL,20151028,min_3,51,20151031
KPDX,20151028,min_3,58,20151031
KLAX,20151028,min_3,63,20151031
KFAT,20151028,min_3,52,20151031
KCPR,20151028,min_3,33,20151031
KP60,20151028,min_3,26,20151031
KPHX,20151028,min_3,57,20151031
KFAR,20151028,min_3,37,20151031
KINL,20151028,min_3,33,20151031
KSEA,20151028,max_3,57,20151031
KYKM,20151028,max_3,64,20151031
KUIL,20151028,max_3,60,20151031
KPDX,20151028,max_3,61,20151031
KLAX,20151028,max_3,81,20151031
KFAT,20151028,max_3,81,20151031
KCPR,20151028,max_3,60,20151031
KP60,20151028,max_3,39,20151031
KPHX,20151028,max_3,82,20151031
KFAR,20151028,max_3,59,20151031
KINL,20151028,max_3,51,20151031
KSEA,20151028,pop1_3,98,20151031
KYKM,20151028,pop1_3,58,20151031
KUIL,20151028,pop1_3,98,20151031
KPDX,20151028,pop1_3,85,20151031
KLAX,20151028,pop1_3,0,20151031
KFAT,20151028,pop1_3,0,20151031
KCPR,20151028,pop1_3,0,20151031
KP60,20151028,pop1_3,39,20151031
KPHX,20151028,pop1_3,0,20151031
KFAR,20151028,pop1_3,3,20151031
KINL,20151028,pop1_3,10,20151031
